year,month,NCP,MOI
2012,12,-1.1389135,0.19666064
2013,1,0.70127237,-0.59276867
2013,2,-0.056554914,-1.182556
2013,3,-0.1734407,-2.6176162
2013,4,-0.9461403,-0.83079255
2013,5,-0.7586838,-0.10745773
2013,6,-0.22219092,1.1708858
2013,7,0.946867,1.4640256
2013,8,-0.111833334,1.1393747
2013,9,0.29581183,0.4398278
2013,10,0.36957815,-0.3188749
2013,11,-0.34803662,-0.34479874
2013,12,0.592385,0.6718105
2014,1,-0.36473906,-1.7105238
2014,2,-1.4558988,-1.0329704
2014,3,0.5820383,0.052332386
2014,4,0.86061645,-0.57518035
2014,5,-0.95414704,0.0584609
2014,6,0.04817891,0.22347426
2014,7,0.8086826,0.49895287
2014,8,-1.3470618,0.6024806
2014,9,1.17995,-0.2885248
2014,10,0.7225581,-0.23615849
2014,11,-0.27816752,-2.5691495
2014,12,0.19652826,0.08288884
2015,1,-0.09329808,0.13006353
2015,2,-0.14421272,-0.6295503
2015,3,-0.092535615,-0.17458785
2015,4,0.7336513,0.10614747
2015,5,-1.0045875,0.4879205
2015,6,-0.46703267,0.7077472
2015,7,0.08855742,0.68606925
2015,8,0.46888447,0.46566838
2015,9,-0.20488054,0.099147975
2015,10,1.796438,-0.5012609
2015,11,0.54536045,1.3536451
2015,12,1.5385768,1.6262517
2016,1,-0.7486954,-0.40258396
2016,2,-1.5328194,-1.0765591
2016,3,0.16310084,-0.8339546
2016,4,-1.0463512,-0.76405406
2016,5,-0.20146888,-0.43046373
2016,6,-0.084679306,0.5880569
2016,7,-0.2740723,1.5057312
2016,8,-0.7748674,1.3310173
2016,9,1.188022,0.7352138
2016,10,0.9941235,-0.40984142
2016,11,0.16095683,-1.3697277
2016,12,2.8776138,0.544958
2017,1,1.3395265,-0.8330281
2017,2,1.0291084,-1.054039
2017,3,-0.12103453,0.49442226
2017,4,0.36729124,0.19064963
2017,5,0.70160913,-0.0148487985
2017,6,0.3786587,0.1419422
2017,7,-0.2644325,1.1685694
2017,8,-0.7255839,0.93173206
2017,9,-0.6272187,0.3172592
2017,10,0.95332533,1.1215177
2017,11,-0.57490695,-0.3971362
2017,12,-0.91181946,0.34980893
2018,1,-1.0460633,-0.04617405
2018,2,-0.27407217,-1.4464438
2018,3,-0.19464266,-2.3559399
2018,4,0.20687795,-0.7999025
2018,5,0.863948,0.2571944
2018,6,1.2918117,0.38224965
2018,7,0.0324229,0.84033877
2018,8,0.097180605,0.9418225
2018,9,-0.040600657,0.7559574
2018,10,0.8982226,-1.2296963
2018,11,0.49567348,-1.1915126
2018,12,-0.15164618,0.9985881
2019,1,0.49742824,-0.32198435
2019,2,1.3300833,1.2505248
2019,3,0.17658138,1.008075
2019,4,0.2806826,-1.446667
2019,5,-0.6697443,-0.025273293
2019,6,-0.017989337,0.04542786
2019,7,0.33863866,0.46738446
2019,8,0.007071793,0.770964
2019,9,0.877916,0.48318166
2019,10,-0.5777569,-0.15795067
2019,11,-1.4964538,-2.0506089
2019,12,-0.32021976,-0.5109485
2020,1,1.472377,0.5549331
2020,2,-0.45216453,1.1316526
2020,3,-0.35197988,-0.13330008
2020,4,1.3426867,-0.61925125
2020,5,-0.08860046,-0.0717548
2020,6,-0.1606406,0.13117796
2020,7,-0.82960784,1.3575826
2020,8,0.21131146,0.7381435
2020,9,0.5551714,0.76533014
2020,10,-1.1139859,-0.100718796
2020,11,0.67458546,0.48408556
2020,12,-1.7913474,-1.6647375
2021,1,-0.80026186,-1.4751164
2021,2,1.2528555,-0.66048884
2021,3,1.4995494,0.55462563
2021,4,-0.5574005,-1.1553276
2021,5,-2.2317207,0.20937061
2021,6,-0.0399369,0.02026549
2021,7,0.091869116,0.7723861
2021,8,-0.6573353,0.6768523
2021,9,1.2904986,0.38033846
2021,10,-0.10976443,0.18211132
2021,11,0.7334374,-1.4534101
2021,12,0.33455002,-0.13341045
2022,1,1.5775713,1.4536957
2022,2,-0.3428728,0.97895443
2022,3,1.5440569,-1.2853248
2022,4,-0.35796377,-0.6643703
2022,5,0.50345224,0.045453697
2022,6,0.26556534,0.4851588
2022,7,0.25059128,1.5108414
2022,8,-0.27166533,0.5719756
2022,9,-0.16807222,-0.47241116
2022,10,0.11252731,0.6005435
2022,11,0.08783966,-0.22918418
2022,12,-1.1044704,-1.3021982
2023,1,-0.44875163,0.2342025
2023,2,2.139973,0.46835244
2023,3,-0.79509676,0.25864336
2023,4,-0.54963183,-0.04237905
2023,5,-0.010354519,0.07235968
2023,6,0.8427509,0.15460807
2023,7,-1.0926654,0.8423926
2023,8,-0.27342504,0.5269802
2023,9,0.29005814,0.555675
2023,10,0.22411959,-0.51138115
2023,11,-1.1706723,-0.39725706
2023,12,0.121148825,0.65006644
2024,1,0.9434634,0.069779515
2024,2,0.29189295,-0.7153514
2024,3,-0.49708152,-1.7138262
2024,4,-1.234207,0.330679
2024,5,0.8051662,-0.49670607
2024,6,-0.70959044,0.48586196
2024,7,-0.32431674,1.0808032
2024,8,0.39623332,0.3660252
2024,9,-0.5632769,-0.07999104
2024,10,0.07345486,-0.57067853
2024,11,0.9860625,0.020409107
2024,12,1.0960293,0.8642318
2025,1,-0.05983138,-0.71616757
2025,2,0.35580552,-0.13058102
2025,3,0.6837621,-1.8998804
2025,4,0.7357723,-0.5199524
2025,5,-0.053926528,-0.08028343
2025,6,0.15732557,0.9835303
2025,7,0.25002038,1.0575999
2025,8,0.37236416,0.5893701
2025,9,-0.34644657,0.6090484
2025,10,-0.18830344,-0.23208944
2025,11,-0.6773108,-0.7672777
2025,12,1.1570554,-1.0552025
2026,1,-1.0057502,-2.878583
2026,2,-0.47977924,-1.2146446
