snow,driver,n,r_pearson,p_pearson,r_detrended,p_detrended,r_spearman,p_spearman,family,q_pearson,sig_pearson,q_detrended,sig_detrended
sca_mean,DMI_ONDJFM,24,-0.23460917591356864,0.2772680532421098,-0.005859917313146917,0.9785459285592661,-0.2121739130434782,0.32708499360109333,circulation,0.5319019796889453,False,0.9880381545789458,False
sca_mean,AMO_ONDJFM,23,-0.047246822037327954,0.8308914143265116,0.1159781969391141,0.599620069435549,-0.0029644268774703555,0.9893151278136617,circulation,0.9039987110015076,False,0.7747668251125994,False
sca_mean,NCP_ONDJFM,24,0.6391504400221957,0.0005503194251702419,0.7076012427214421,0.00016199780422805938,0.6591304347826087,0.00031865596489856967,circulation,0.004310835497166894,True,0.0026483119299891447,True
sca_mean,MOI_ONDJFM,24,0.46375570444880204,0.02164290557936682,0.5763824883919266,0.0033959792958671076,0.5208695652173913,0.008646713257396311,circulation,0.09309634052239794,False,0.018944052856593584,True
sca_mean,NAO_DJF,24,0.17854064900363067,0.4163610791460364,0.418331592130662,0.039774540114091,0.08521739130434783,0.6998696924975973,circulation,0.6561045223853437,False,0.12567417716721188,False
sca_mean,EA_DJF,24,-0.21222159217616154,0.32132609757503316,-0.1770264746405173,0.4067357886343935,-0.16347826086956518,0.4470502663317353,circulation,0.574377434822392,False,0.631953126142694,False
sca_mean,WP_DJF,24,-0.23589929417114083,0.28101041034874247,-0.10328702293307929,0.6255828629950029,-0.25999999999999995,0.23327830526354837,circulation,0.5363447425945541,False,0.7919836918724615,False
sca_mean,EAWR_DJF,24,0.5354928862102325,0.0068758312985816895,0.5648863117791735,0.004147630117132536,0.5457708326453177,0.005693533683892384,circulation,0.034936656327928584,True,0.021349165589575607,True
sca_mean,SCAND_DJF,24,-0.18334450899616428,0.37126262892010453,-0.3182301461638784,0.14614857764511446,-0.20608695652173914,0.31377746297614884,circulation,0.6345215839725423,False,0.32846765347836454,False
sca_mean,POL_DJF,24,0.5241550407480531,0.006834754067888949,0.4274967716279871,0.048476357140892476,0.4478260869565217,0.023969653026059457,circulation,0.034936656327928584,True,0.144820336630297,False
sca_mean,AO_DJF,24,0.38260144952542624,0.05925480555302544,0.5404478304012661,0.0077936349792509935,0.3808695652173913,0.060511320758715854,circulation,0.1948607692139691,False,0.035306105448173176,True
sca_mean,NINO34_DJF,24,0.040928870320947705,0.8485679238776797,0.09607045300812767,0.6565346440902404,0.01826086956521739,0.9321310435963789,circulation,0.9116043982228786,False,0.8040945478108482,False
sca_mean,DMI_DJF,24,-0.42112197416498565,0.04321040334249848,-0.2405285127199166,0.2648151431188618,-0.3460869565217391,0.1022112411898927,circulation,0.15477459397946994,False,0.4907218894272025,False
sca_mean,AMO_DJF,23,-0.016805034213355913,0.939313411284414,0.12482339264336559,0.5732863771063473,-0.0009881422924901185,0.9964284226527088,circulation,0.9567161507798994,False,0.7589988654647415,False
sca_mean,NCP_DJF,24,0.5238655470365705,0.007217059424399668,0.5368466726824145,0.008177865944153637,0.5669565217391304,0.003136687809873038,circulation,0.03618152458099033,True,0.036203496626580026,True
sca_mean,MOI_DJF,24,0.5579992923006922,0.00448629851268576,0.6797188258271925,0.00027044736130336043,0.5695652173913043,0.0035712231980292134,circulation,0.023758425926335855,True,0.0038420545570288724,True
sca_mean,NAO_SON,24,-0.2348600463497278,0.252384640430772,-0.2352365510178231,0.28474568838456066,-0.18173913043478263,0.37853259999588285,circulation,0.504769280861544,False,0.5172192214135015,False
sca_mean,EA_SON,24,-0.3332627740097822,0.10985783895404577,-0.1699464021865267,0.4413440578233755,-0.3507399065520981,0.09135600629874707,circulation,0.2922565171842555,False,0.6616407697054542,False
sca_mean,WP_SON,24,0.02371202449044113,0.9103576259000152,0.013353806844105066,0.9516655285073562,0.08480104570983024,0.6867144856663345,circulation,0.9455648269016733,False,0.9670979424831512,False
sca_mean,EAWR_SON,24,0.4985278107668989,0.010164501984958892,0.5194982724203553,0.011886258231741411,0.4452173913043478,0.023829778808782193,circulation,0.04863145848314072,True,0.04857862059929098,True
sca_mean,SCAND_SON,24,-0.13233849625606703,0.531436078615154,-0.21777839053842757,0.31206015991826513,-0.13391304347826086,0.526518935022915,circulation,0.6973893241583475,False,0.5482926174264845,False
sca_mean,POL_SON,24,0.13340057728468432,0.5524892844338349,0.03967934241019322,0.8487259120100036,0.05391304347826086,0.810972374064363,circulation,0.718809588052325,False,0.8964071430218016,False
sca_mean,AO_SON,24,-0.16379196803202406,0.4139885352825591,-0.13129452197062244,0.5655287171706441,-0.11391304347826085,0.571308702850245,circulation,0.6561045223853437,False,0.7589316814017301,False
sca_mean,NINO34_SON,24,0.0840714993710377,0.6940992488493647,0.0997846766511867,0.6447236247659369,0.05913043478260869,0.7822627470153993,circulation,0.8277665939190614,False,0.7997087620465522,False
sca_mean,DMI_SON,24,0.09037089113802968,0.6707345226538486,0.2839971256200823,0.18738760334194796,0.15130434782608695,0.474939692699454,circulation,0.8154816146638658,False,0.3806094579365236,False
sca_mean,AMO_SON,23,-0.14068283251073027,0.5246169107466676,0.029595565277661537,0.8932651700217167,-0.158102766798419,0.47400376690018686,circulation,0.6924255289692474,False,0.9221917560611658,False
sca_mean,NCP_SON,24,0.35786571924437227,0.07809786392273303,0.4841710602548669,0.019435628160074696,0.3556521739130434,0.08009133785860334,circulation,0.23681287770119047,False,0.06959805893512463,False
sca_mean,MOI_SON,24,-0.16533925133125518,0.41196535303352155,-0.10640557591385785,0.6407465976879041,-0.15304347826086956,0.44805311255847136,circulation,0.6561045223853437,False,0.7997087620465522,False
sca_max,t2m_djfm,24,-0.6785634000975137,0.00029051618520472487,-0.6469687201712189,0.0010459305076905327,-0.6721739130434782,0.00034801693654327195,climate,0.002600811562785156,True,0.008739330464258673,True
sca_max,t2m_ondjfm,24,-0.5741027373114973,0.0034201775056291904,-0.5263847106936551,0.011089127733593272,-0.528695652173913,0.008042490159111881,climate,0.019784411417178085,True,0.04616922952009233,True
sca_max,tmin_djfm,24,-0.6481505705342792,0.0005237835188289153,-0.6154955861634481,0.001247019133525698,-0.6591304347826087,0.0003892891179916011,climate,0.004190268150631322,True,0.009568963147054335,True
sca_max,tmax_djfm,24,-0.5272913189124985,0.008393443565440393,-0.489510444243186,0.017985306187083414,-0.5808695652173912,0.0030469394616428167,climate,0.04098616598189075,True,0.06565509831401324,False
sca_max,precip_ondjfm,24,0.04371235634902017,0.8392614077053652,0.06840423468714774,0.7505118995972239,0.11043478260869564,0.6074040591464828,climate,0.9094014100784361,False,0.854490336474334,False
sca_max,precip_djfm,24,0.16535362694410785,0.44008978172634416,0.1838221210589762,0.38982441458760186,0.25652173913043474,0.22635558222587304,climate,0.6648095567271594,False,0.62325694883933,False
sca_max,snowfall_ondjfm,24,0.6419115745856161,0.0006517845579282804,0.6048505495949411,0.0017357382280457118,0.7234782608695651,5.628417052083996e-05,climate,0.004805313603549675,True,0.012187767266282989,True
sca_max,snowfall_fraction_ondjfm,24,0.6194160671215527,0.0011732014469824084,0.578996512436315,0.0032276639941718715,0.6191304347826087,0.0011811629707636614,climate,0.008020431710279736,True,0.018387903966797327,True
sca_max,pdd_ondjfm,24,-0.5706183369362956,0.0037425357073148416,-0.5227720873584843,0.012144549273215944,-0.5043478260869565,0.01234210335404347,climate,0.021321112514399703,True,0.04910054329816339,True
sca_max,isotherm0_m_djfm,24,-0.6963398247475681,0.0001683927051160026,-0.6667323881053213,0.0006115375282063037,-0.6843478260869565,0.00024129421932650124,climate,0.0016662015032530783,True,0.0058958489898864146,True
sca_max,swe_max,24,0.6181547669623326,0.0011717329543809328,0.5866211330656109,0.0022651157906049594,0.7104347826086955,8.790665153666423e-05,climate,0.008020431710279736,True,0.01373683124624943,True
sca_max,NAO_ONDJFM,24,0.06729460809529669,0.7531674705568314,0.17247738933752413,0.417979591287035,0.023478260869565212,0.9127238516855354,circulation,0.8601502544364269,False,0.6355022790550571,False
sca_max,EA_ONDJFM,24,-0.24909705696846063,0.23932197626681614,-0.21929510559214668,0.3006307751750543,-0.18869565217391301,0.3760417029038151,circulation,0.4917216561547698,False,0.5357211917811394,False
sca_max,WP_ONDJFM,24,-0.39033636203993527,0.055628970357841145,-0.306797779522609,0.13821022551413017,-0.36173913043478256,0.07792172017498428,circulation,0.189493421513269,False,0.32347715436005087,False
sca_max,EAWR_ONDJFM,24,0.3040658976368852,0.14498547607981432,0.36647018972803164,0.07018659338089098,0.3539130434782608,0.08692513045579693,circulation,0.35170670326458187,False,0.19262889862200736,False
sca_max,SCAND_ONDJFM,24,-0.3489359415151463,0.10048748433000401,-0.4347799998946222,0.04455836550094526,-0.288695652173913,0.17873130391941153,circulation,0.2757904679422008,False,0.13621093844191398,False
sca_max,POL_ONDJFM,24,0.38791638759192754,0.06268235642750644,0.3589298920574351,0.09315980635870844,0.3182608695652174,0.13200414799978732,circulation,0.20144073518583266,False,0.24157301510947843,False
sca_max,AO_ONDJFM,24,0.2999600168758925,0.15829306193854462,0.41204124751316795,0.05496140573024684,0.3052173913043478,0.15077322547641728,circulation,0.37198869555557984,False,0.16073616750482378,False
sca_max,NINO34_ONDJFM,24,-0.06732362638673399,0.7549191062872896,-0.0464631765946983,0.8297947516051718,-0.023478260869565212,0.9133985527116172,circulation,0.8601502544364269,False,0.8914366474386988,False
sca_max,DMI_ONDJFM,24,-0.2871083775873776,0.17137563391343047,-0.17806109609791373,0.4110627675545876,-0.2226086956521739,0.2931229808919841,circulation,0.3929099899478649,False,0.6328388605266031,False
sca_max,AMO_ONDJFM,23,0.1602702798549985,0.4634642696950332,0.25171057082115567,0.24862247014916575,0.12252964426877472,0.5761720824775372,circulation,0.68071314611458,False,0.46741024388043156,False
sca_max,NCP_ONDJFM,24,0.582223229827881,0.003114978659461526,0.6020751673010056,0.0025212714842241376,0.608695652173913,0.0017724720455677947,circulation,0.018300499624336466,True,0.014584585816435012,True
sca_max,MOI_ONDJFM,24,0.44895788709122386,0.028097143436194013,0.5014143473460233,0.013237324562744991,0.5139130434782608,0.010368013476700117,circulation,0.1135970530323543,False,0.052391937216759124,False
sca_max,NAO_DJF,24,0.2225525020749171,0.29135292283578373,0.3659367573289371,0.0748888295501976,0.09913043478260869,0.6417768097287158,circulation,0.5450184029166899,False,0.20257697777607409,False
sca_max,EA_DJF,24,-0.23089993886268229,0.2770249037269556,-0.20670693584210437,0.3309932413979214,-0.1782608695652174,0.40398628816482685,circulation,0.5319019796889453,False,0.568280633632961,False
sca_max,WP_DJF,24,-0.2595502746984344,0.215947606039229,-0.1859637027761582,0.3752200818391448,-0.2756521739130435,0.1877827168039287,circulation,0.45873615746186497,False,0.6081153050496485,False
sca_max,EAWR_DJF,24,0.4369506871224481,0.032902039886051504,0.4359249870387344,0.03391146806403962,0.4453142092659803,0.02933658539574215,circulation,0.12886632288703506,False,0.10909144419493527,False
sca_max,SCAND_DJF,24,-0.30839496643433806,0.14859729711351388,-0.39023266463664963,0.07303757255669244,-0.2295652173913043,0.28772017075178113,circulation,0.355876329392874,False,0.19900092232837938,False
sca_max,POL_DJF,24,0.43575197744704014,0.035112035323233926,0.3732774502059311,0.09244348782226157,0.37043478260869556,0.07773803822084514,circulation,0.13227515881337806,False,0.24138021820257188,False
sca_max,AO_DJF,24,0.443168324260395,0.03139738878872055,0.5302268561011045,0.009643006421327573,0.4104347826086956,0.048087957132235404,circulation,0.12426755983746239,False,0.04216012109789729,True
sca_max,NINO34_DJF,24,-0.06957482309342805,0.747147491872253,-0.04398080414135353,0.8391037702810814,-0.04,0.8530682687581173,circulation,0.8564861492194121,False,0.8963153909820641,False
sca_max,DMI_DJF,24,-0.37697016597557553,0.06805892624787371,-0.2848033159743737,0.1853371895772133,-0.268695652173913,0.20206130017416693,circulation,0.21297932845664183,False,0.3787325178316967,False
