snow,index,n,r_simple,p_simple,r_partial,p_partial,attenuation,q_partial,sig_partial
sle_djfm,AMO_DJF,23,0.11004826574820975,0.6171106765402704,-0.042686617199573895,0.8542333805327336,0.06736164854863586,0.9730344554724191,False
sle_djfm,NCP_DJF,24,-0.5854094753267368,0.0021640729299160165,-0.23059017353713127,0.30187155010800737,0.3548193017896055,0.9719783445134552,False
sle_djfm,MOI_DJF,24,-0.5308372471530253,0.00745080502278348,-0.2086476705903765,0.35142359376128796,0.3221895765626488,0.9719783445134552,False
sle_djfm,NAO_SON,24,0.15686831590001676,0.4496491774557184,0.4325112359951153,0.044390065699533916,-0.27564292009509855,0.9467485148568299,False
sle_djfm,EA_SON,24,0.32891886553806177,0.11501102453543262,0.10483428817549337,0.6424350386690347,0.2240845773625684,0.9719783445134552,False
sle_djfm,WP_SON,24,0.052664121934658845,0.8028506523695285,0.07250619545369875,0.748471764731411,-0.01984207351903991,0.9719783445134552,False
sle_djfm,EAWR_SON,24,-0.45052149144290143,0.022454932709664845,0.01745562283946655,0.938543601626249,0.4330658686034349,0.9853611305345166,False
sle_djfm,SCAND_SON,24,0.06406838123328132,0.7630106237619885,-0.08154713565222288,0.7182751335326638,-0.01747875441894156,0.9719783445134552,False
sle_djfm,POL_SON,24,-0.1240090291141984,0.5794653345775527,-0.0973207183195495,0.6665741179704221,0.026688310794648895,0.9719783445134552,False
sle_djfm,AO_SON,24,0.21932479996222454,0.27425594537802656,0.40062214164592996,0.06465143939524905,-0.18129734168370543,0.9467485148568299,False
sle_djfm,NINO34_SON,24,-0.05543092128025329,0.7957217528333842,0.13843541599524678,0.5389593607355128,-0.0830044947149935,0.9719783445134552,False
sle_djfm,DMI_SON,24,-0.09793427614885103,0.645250287761295,0.05020590855566016,0.8244071502425816,0.04772836759319087,0.9719783445134552,False
sle_djfm,AMO_SON,23,0.22638315325612554,0.30035055957542756,0.07291296813828323,0.7534544460740056,0.15347018511784233,0.9719783445134552,False
sle_djfm,NCP_SON,24,-0.32697147630814843,0.11037347191533052,0.3850870858554874,0.0767659599046926,-0.058115609547338964,0.9476057848447951,False
sle_djfm,MOI_SON,24,0.2685396204753221,0.17998298616892,0.33604057430784307,0.12625737516773605,-0.06750095383252097,0.9476057848447951,False
sdi_mean,NAO_ONDJFM,24,0.09373293220305959,0.6723385652813787,-0.3614002479500917,0.09841755993490704,-0.26766731574703206,0.9476057848447951,False
sdi_mean,EA_ONDJFM,24,-0.18652068865067753,0.38815233877504984,-0.14172938745133776,0.529247918652646,0.04479130119933977,0.9719783445134552,False
sdi_mean,WP_ONDJFM,24,-0.40447721140856674,0.06700713902701749,-0.20496113165748828,0.3601895797081067,0.19951607975107846,0.9719783445134552,False
